ID,Director_id,DVDList_id
259,0000014,137345
260,0000014,137363
261,0000014,230375
262,0000014,230389
263,0000014,238480
264,0000014,238903
265,0000014,238924
266,0000014,17857
267,0000014,32235
268,0000014,149498
269,0000014,149551
270,0000014,244600
271,0000014,16445
272,0000014,26890
273,0000014,125302
274,0000014,176904
275,0000014,18585
276,0000014,203116
277,0000014,209691
278,0000014,209700
279,0000014,209709
280,0000014,18100
281,0000014,106157
282,0000014,121161
283,0000014,182586
284,0000014,216146
285,0000014,18101
286,0000014,106120
287,0000014,19424
288,0000014,3678
289,0000014,233486
290,0000014,238982
291,0000014,105935
292,0000014,123994
293,0000015,21627
294,0000016,6609
295,0000016,5061
296,0000016,16535
297,0000016,62041
298,0000016,161937
299,0000016,202486
300,0000016,241569
301,0000017,23881
302,0000018,36451
303,0000019,15554
304,0000020,28579
305,0000020,41060
306,0000020,107047
307,0000020,39029
308,0000020,37284
309,0000020,20763
310,0000020,15180
311,0000020,224196
312,0000020,41131
313,0000020,154354
314,0000021,36480
315,0000022,16227
316,0000022,9690
317,0000023,17262
318,0000024,10482
319,0000024,12143
320,0000025,10262
321,0000025,176885
322,0000025,16413
323,0000025,110576
324,0000025,17880
325,0000025,67167
326,0000025,135080
327,0000025,176883
328,0000025,10152
329,0000025,54705
330,0000025,70640
331,0000025,79055
332,0000025,229034
333,0000025,229105
334,0000025,10111
335,0000025,79156
336,0000025,10122
337,0000025,27630
338,0000025,21006
339,0000025,240019
340,0000025,10174
341,0000025,8964
342,0000025,59894
343,0000025,167539
344,0000025,13497
345,0000025,27510
346,0000025,62931
347,0000025,78518
348,0000025,17874
349,0000025,24924
350,0000025,16343
351,0000025,16397
352,0000025,24927
353,0000025,52271
354,0000025,59108
355,0000025,89706
356,0000025,195669
357,0000026,13191
358,0000026,29776
359,0000026,40654
360,0000026,43476
361,0000026,48890
362,0000026,48931
363,0000026,71820
364,0000026,79298
365,0000026,80283
366,0000026,107328
367,0000026,110446
368,0000026,117828
369,0000026,127846
370,0000026,127852
371,0000026,132980
372,0000026,134040
373,0000026,164370
374,0000026,177537
375,0000026,177569
376,0000026,179874
377,0000026,179881
378,0000026,179898
379,0000026,179960
380,0000026,191237
381,0000026,191259
382,0000026,209086
383,0000026,222937
384,0000026,222963
385,0000026,240185
386,0000026,240341
387,0000026,240510
388,0000026,240580
389,0000026,48923
390,0000026,48941
391,0000026,52013
392,0000026,52021
393,0000026,52046
394,0000026,52071
395,0000026,52132
396,0000026,62960
397,0000026,71826
398,0000026,71830
399,0000026,107329
400,0000026,107331
401,0000026,110434
402,0000026,110444
403,0000026,127826
404,0000026,127839
405,0000026,134051
406,0000026,139722
407,0000026,139730
408,0000026,164328
409,0000026,209010
410,0000026,222961
411,0000026,222983
412,0000026,240189
413,0000026,240516
414,0000026,79564
415,0000026,79568
416,0000026,79569
417,0000026,81186
418,0000026,91532
419,0000026,91640
420,0000026,131060
421,0000026,170722
422,0000026,186785
423,0000026,237798
424,0000026,143621
425,0000026,143615
426,0000026,143610
427,0000026,143609
428,0000026,170719
429,0000026,186722
430,0000026,13191
431,0000026,29776
432,0000026,40654
433,0000026,43476
434,0000026,48890
435,0000026,48931
436,0000026,71820
437,0000026,79298
438,0000026,80283
439,0000026,107328
440,0000026,110446
441,0000026,117828
442,0000026,127846
443,0000026,127852
444,0000026,132980
445,0000026,134040
446,0000026,164370
447,0000026,177537
448,0000026,177569
449,0000026,179874
450,0000026,179881
451,0000026,179898
452,0000026,179960
453,0000026,191237
454,0000026,191259
455,0000026,209086
456,0000026,222937
457,0000026,222963
458,0000026,240185
459,0000026,240341
460,0000026,240510
461,0000026,240580
462,0000026,241242
463,0000026,241275
464,0000026,241293
465,0000026,241307
466,0000026,241308
467,0000026,241323
468,0000026,241924
469,0000026,242016
470,0000027,41051
471,0000027,45439
472,0000028,29139
473,0000029,25513
474,0000030,11084
475,0000030,11093
476,0000030,138968
477,0000030,194619
478,0000031,44279
479,0000031,44298
480,0000031,51722
481,0000031,51738
482,0000031,57170
483,0000031,57174
484,0000031,61392
485,0000031,61422
486,0000031,65640
487,0000031,65641
488,0000031,73339
489,0000031,77015
490,0000031,77059
491,0000031,83775
492,0000031,83780
493,0000031,88912
494,0000031,88927
495,0000031,231828
496,0000031,242306
497,0000031,244144
498,0000031,245261
499,0000031,69528
500,0000031,92466
501,0000031,116207
502,0000031,119480
503,0000031,127799
504,0000031,167849
505,0000031,192209
506,0000031,217493
507,0000031,75694
508,0000031,84675
509,0000031,90591
510,0000031,98863
511,0000031,107350
512,0000031,116080
513,0000031,150468
514,0000031,190991
515,0000031,84251
516,0000031,105937
517,0000031,120537
518,0000031,120547
519,0000031,122785
520,0000031,122787
521,0000031,130574
522,0000031,130657
523,0000031,143137
524,0000031,143189
525,0000031,143192
526,0000031,143242
527,0000031,202163
528,0000031,202183
529,0000031,214270
530,0000031,214277
531,0000031,214293
532,0000031,214302
533,0000031,230277
534,0000031,230357
535,0000031,230376
536,0000031,231727
537,0000031,231759
538,0000031,231771
539,0000031,243749
540,0000031,243744
541,0000031,243736
542,0000031,243910
543,0000031,243932
544,0000031,91915
545,0000031,138827
546,0000032,34295
547,0000032,59725
548,0000032,115143
549,0000033,10294
550,0000033,203860
551,0000033,203870
552,0000034,14003
553,0000035,5878
554,0000035,31200
555,0000035,43038
556,0000035,111374
557,0000035,163500
558,0000036,8501
559,0000036,32245
560,0000036,66347
561,0000036,110514
562,0000036,113547
563,0000036,122960
564,0000036,123135
565,0000036,239629
566,0000036,240595
567,0000036,140302
568,0000037,1904
569,0000038,11063
570,0000038,237346
571,0000038,16159
572,0000038,77624
573,0000039,24243
574,0000039,112850
575,0000039,112975
576,0000039,124531
577,0000039,172014
578,0000039,187477
579,0000039,73132
580,0000039,73177
581,0000039,74949
582,0000039,100333
583,0000039,128077
584,0000039,130704
585,0000039,203847
586,0000039,41024
587,0000039,51209
588,0000039,51400
589,0000039,51441
590,0000039,61602
591,0000039,90010
592,0000039,94399
593,0000039,94477
594,0000039,122977
595,0000039,69878
596,0000039,83162
597,0000039,100484
598,0000039,103733
599,0000039,176915
600,0000039,181207
601,0000039,181259
602,0000039,183294
603,0000039,183382
604,0000039,228016
605,0000039,151673
606,0000039,162457
607,0000039,206969
608,0000040,8011
609,0000041,27704
610,0000041,51735
611,0000041,75925
612,0000041,35774
613,0000042,29137
614,0000042,105697
615,0000042,110092
616,0000042,203949
617,0000043,29255
618,0000043,49050
619,0000043,65138
620,0000043,91677
621,0000043,91702
622,0000043,91752
623,0000043,92182
624,0000043,106967
625,0000043,119096
626,0000043,171394
627,0000043,193807
628,0000043,220755
629,0000044,37870
630,0000044,47971
631,0000044,117446
632,0000044,48512
633,0000044,59584
634,0000044,131447
635,0000044,62606
636,0000044,133299
637,0000044,64023
638,0000044,128385
639,0000044,64991
640,0000044,66562
641,0000044,67587
642,0000044,86327
643,0000044,96711
644,0000045,33866
645,0000045,90903
646,0000045,90916
647,0000045,140074
648,0000045,41349
649,0000045,60807
650,0000045,165868
651,0000046,18252
652,0000046,44417
653,0000046,186572
654,0000047,21421
655,0000047,120188
656,0000047,155672
657,0000047,121048
658,0000047,165387
659,0000048,11733
660,0000048,61944
661,0000048,61946
662,0000048,133421
663,0000049,2931
664,0000049,99635
665,0000049,134651
666,0000050,14672
667,0000050,56806
668,0000051,28770
669,0000051,181846
670,0000052,38383
671,0000052,65088
672,0000052,137481
673,0000052,204558
674,0000053,38899
675,0000053,93710
676,0000053,46946
677,0000054,27076
678,0000054,47439
679,0000054,77291
680,0000054,112980
681,0000055,2016
682,0000055,41144
683,0000055,41145
684,0000055,41152
685,0000055,41156
686,0000055,41160
687,0000055,41183
688,0000055,41187
689,0000055,41205
690,0000055,166171
691,0000055,18007
692,0000055,18008
693,0000055,41180
694,0000055,66553
695,0000055,69153
696,0000055,99674
697,0000055,164285
698,0000055,8727
699,0000055,9489
700,0000055,9490
701,0000055,10544
702,0000055,10612
703,0000055,11054
704,0000055,11055
705,0000055,18006
706,0000055,49003
707,0000055,80295
708,0000055,26072
709,0000055,30296
710,0000055,30722
711,0000055,33180
712,0000055,40402
713,0000055,40411
714,0000055,40414
715,0000055,40457
716,0000055,49009
717,0000055,82439
718,0000055,91796
719,0000055,99047
720,0000055,103870
721,0000055,109376
722,0000055,113789
723,0000055,125510
724,0000055,186205
725,0000055,188907
726,0000055,215979
727,0000055,244490
728,0000055,186205
729,0000055,188907
730,0000055,215979
731,0000055,244490
732,0000056,42780
733,0000056,34714
734,0000056,38605
735,0000056,61118
736,0000056,221361
737,0000056,21975
738,0000056,43991
739,0000057,28794
740,0000057,28796
741,0000057,144273
742,0000058,6799
743,0000058,36455
744,0000058,79678
745,0000058,66099
746,0000058,161379
747,0000058,163276
748,0000058,170445
749,0000058,223119
750,0000059,37261
751,0000059,75291
752,0000059,99520
753,0000059,233197
754,0000060,27490
755,0000060,55759
756,0000060,110320
757,0000060,123143
758,0000060,124180
759,0000060,124292
760,0000060,134391
761,0000060,134401
762,0000060,134419
763,0000060,134421
764,0000060,208561
765,0000060,208612
766,0000060,234746
767,0000060,234756
768,0000061,40231
769,0000061,66684
770,0000061,110179
771,0000061,110208
772,0000061,91417
773,0000061,110189
774,0000061,110190
775,0000061,142046
776,0000061,171545
777,0000061,171485
778,0000061,171456
779,0000061,191045
780,0000062,11115
781,0000062,11116
782,0000062,33895
783,0000062,42859
784,0000062,9447
785,0000062,24223
786,0000062,17586
787,0000062,17587
788,0000062,17588
789,0000062,17589
790,0000062,61943
791,0000062,537
792,0000062,538
793,0000062,539
794,0000062,540
795,0000062,541
796,0000062,542
797,0000062,543
798,0000062,544
799,0000062,961
800,0000062,962
801,0000062,963
802,0000062,964
803,0000062,8523
804,0000062,8524
805,0000062,48635
806,0000062,50024
807,0000062,50030
808,0000062,50036
809,0000062,50051
810,0000062,57261
811,0000062,8726
812,0000062,9488
813,0000062,10153
814,0000062,21595
815,0000062,32319
816,0000062,2388
817,0000062,24217
818,0000062,26249
819,0000062,23962
820,0000062,20401
821,0000062,20825
822,0000062,20826
823,0000062,94217
824,0000062,99106
825,0000062,99138
826,0000062,102458
827,0000062,106180
828,0000062,110574
829,0000062,116237
830,0000062,120631
831,0000062,144574
832,0000062,170862
833,0000062,179495
834,0000062,189946
835,0000062,215986
836,0000063,3832
837,0000063,70596
838,0000063,3517
839,0000063,70621
840,0000064,3312
841,0000064,21092
842,0000065,43097
843,0000065,30762
844,0000065,67687
845,0000065,77445
846,0000065,54732
847,0000065,150680
848,0000065,68836
849,0000065,73170
850,0000065,73369
851,0000065,88732
852,0000065,88965
853,0000065,116309
854,0000065,88972
855,0000065,94653
856,0000065,116267
857,0000065,98639
858,0000065,100496
859,0000065,113886
860,0000065,126524
861,0000065,126509
862,0000065,126471
863,0000066,16206
864,0000066,39697
865,0000066,31868
866,0000067,8382
867,0000067,61538
868,0000067,61636
869,0000067,76115
870,0000067,134668
871,0000067,173324
872,0000068,13984
873,0000068,39651
874,0000068,39669
875,0000069,6699
876,0000070,38249
877,0000070,49509
878,0000070,58684
879,0000070,58705
880,0000070,75857
881,0000070,206748
882,0000070,206770
883,0000071,2187
884,0000071,51318
885,0000071,52840
886,0000071,77716
887,0000071,92710
888,0000071,190573
889,0000071,51484
890,0000071,76401
891,0000071,51594
892,0000071,88405
893,0000071,118604
894,0000071,190603
895,0000072,26248
896,0000072,26292
897,0000073,26184
898,0000073,215145
899,0000073,222675
900,0000074,35160
901,0000074,117159
902,0000074,40734
903,0000074,117399
904,0000074,30271
905,0000074,117163
906,0000074,48289
907,0000074,67711
908,0000074,94669
909,0000074,99500
910,0000074,150946
911,0000075,14153
912,0000075,18083
913,0000075,25473
914,0000075,26923
915,0000075,27534
916,0000075,37123
917,0000075,42204
918,0000075,49757
919,0000075,60040
920,0000075,71735
921,0000075,78650
922,0000075,81172
923,0000075,92489
924,0000075,92500
925,0000075,96561
926,0000075,104933
927,0000075,108752
928,0000075,132098
929,0000075,142291
930,0000075,142294
931,0000075,142296
932,0000075,142298
933,0000075,142301
934,0000075,142310
935,0000075,142326
936,0000075,142332
937,0000075,142336
938,0000075,142344
939,0000075,142354
940,0000075,19401
941,0000075,203102
942,0000075,209683
943,0000075,50949
944,0000075,60312
945,0000075,238518
946,0000075,238558
947,0000076,9147
948,0000076,180231
949,0000076,9112
950,0000076,62643
951,0000076,101860
952,0000077,40993
953,0000077,44557
954,0000077,47636
955,0000077,79436
956,0000077,79484
957,0000077,84639
958,0000077,93717
959,0000077,171078
960,0000077,10112
961,0000077,9793
962,0000077,181040
963,0000077,203217
964,0000077,20731
965,0000077,10689
966,0000077,202425
967,0000077,202475
968,0000077,26140
969,0000077,6499
970,0000077,48190
971,0000077,50087
972,0000077,82877
973,0000077,190518
974,0000077,229491
975,0000077,230181
976,0000077,13604
977,0000077,135781
978,0000077,29050
979,0000077,132811
980,0000077,1648
981,0000077,1649
982,0000077,7639
983,0000077,60535
984,0000077,81889
985,0000077,93458
986,0000077,106794
987,0000077,238063
988,0000077,3290
989,0000077,67004
990,0000077,23312
991,0000077,39285
992,0000077,7837
993,0000077,48504
994,0000077,6309
995,0000077,9389
996,0000077,56040
997,0000077,60916
998,0000077,61028
999,0000077,238482
1000,0000077,239656
1001,0000077,63114
1002,0000077,63184
1003,0000077,55490
1004,0000077,92663
1005,0000077,65356
1006,0000077,129319
1007,0000077,75508
1008,0000077,83018
1009,0000077,76561
1010,0000077,141664
1011,0000077,206837
1012,0000077,204512
1013,0000077,217296
1014,0000077,232344
1015,0000077,232350
1016,0000078,34427
1017,0000078,34429
1018,0000078,65127
1019,0000078,99796
1020,0000078,99812
1021,0000078,111628
1022,0000079,19980
1023,0000080,4083
1024,0000080,8693
1025,0000080,9497
1026,0000080,11011
1027,0000080,48558
1028,0000080,62774
1029,0000080,66368
1030,0000080,69218
1031,0000080,116049
1032,0000080,232870
1033,0000080,67617
1034,0000080,81747
1035,0000080,104510
1036,0000080,104585
1037,0000080,139832
1038,0000080,84262
1039,0000080,127433
1040,0000080,140341
1041,0000081,10584
1042,0000082,8315
1043,0000083,36555
1044,0000083,229081
1045,0000084,30460
1046,0000085,42192
1047,0000085,199702
1048,0000085,205879
1049,0000085,211819
1050,0000085,242239
1051,0000086,3209
1052,0000086,29735
1053,0000086,58781
1054,0000087,20815
1055,0000088,8376
1056,0000089,12306
1057,0000089,63529
1058,0000090,12641
1059,0000090,60772
1060,0000090,71714
1061,0000090,101871
1062,0000090,105549
1063,0000090,114105
1064,0000090,114090
1065,0000090,121190
1066,0000090,121197
1067,0000090,134360
1068,0000090,134362
1069,0000090,141461
1070,0000090,141466
1071,0000090,226027
1072,0000090,226038
1073,0000090,226100
1074,0000090,226133
1075,0000090,226149
1076,0000090,226155
1077,0000090,228648
1078,0000090,228666
1079,0000090,228667
1080,0000090,228696
1081,0000090,228728
1082,0000090,228790
1083,0000090,232610
1084,0000090,232616
1085,0000090,232652
1086,0000090,232653
1087,0000090,232664
1088,0000090,232673
1089,0000090,204436
1090,0000090,218910
1091,0000090,218924
1092,0000091,12193
1093,0000091,81955
1094,0000091,119875
1095,0000091,55171
1096,0000091,68183
1097,0000091,68400
1098,0000091,75499
1099,0000091,77754
1100,0000091,85756
1101,0000091,86285
1102,0000091,139824
1103,0000091,168879
1104,0000091,173040
1105,0000091,173018
1106,0000091,176181
1107,0000091,185515
1108,0000091,197764
1109,0000091,202224
1110,0000091,222528
1111,0000091,239671
1112,0000091,241788
1113,0000091,60464
1114,0000091,70109
1115,0000091,70135
1116,0000091,70168
1117,0000091,80264
1118,0000091,61656
1119,0000091,232543
1120,0000092,18358
1121,0000092,77645
1122,0000092,84929
1123,0000092,84972
1124,0000092,91517
1125,0000092,107341
1126,0000092,115161
1127,0000092,200060
1128,0000092,200568
1129,0000092,204446
1130,0000093,6877
1131,0000093,45594
1132,0000094,2307
1133,0000094,2308
1134,0000094,5793
1135,0000094,8865
1136,0000094,16907
1137,0000094,19026
1138,0000094,24306
1139,0000094,24307
1140,0000094,24315
1141,0000094,25799
1142,0000094,25805
1143,0000094,38268
1144,0000094,41454
1145,0000094,42947
1146,0000094,43969
1147,0000094,50556
1148,0000094,53953
1149,0000094,58352
1150,0000094,58370
1151,0000094,60376
1152,0000094,61164
1153,0000094,70325
1154,0000094,71461
1155,0000094,83873
1156,0000094,83881
1157,0000094,93501
1158,0000094,117030
1159,0000094,119433
1160,0000094,161208
1161,0000094,166025
1162,0000094,180524
1163,0000094,199449
1164,0000094,229899
1165,0000094,235963
1166,0000094,843
1167,0000094,844
1168,0000094,845
1169,0000094,846
1170,0000094,847
1171,0000094,848
1172,0000094,849
1173,0000094,850
1174,0000094,11249
1175,0000094,13771
1176,0000094,13772
1177,0000094,13773
1178,0000094,15340
1179,0000094,15341
1180,0000094,15342
1181,0000094,15343
1182,0000094,15344
1183,0000094,15345
1184,0000094,16826
1185,0000094,17760
1186,0000094,17933
1187,0000094,17934
1188,0000094,21324
1189,0000094,21325
1190,0000094,23373
1191,0000094,23403
1192,0000094,23404
1193,0000094,23405
1194,0000094,23406
1195,0000094,24272
1196,0000094,24415
1197,0000094,25114
1198,0000094,26120
1199,0000094,26969
1200,0000094,26970
1201,0000094,26973
1202,0000094,26974
1203,0000094,26975
1204,0000094,26977
1205,0000094,26978
1206,0000094,26979
1207,0000094,26983
1208,0000094,26984
1209,0000094,26990
1210,0000094,26991
1211,0000094,28549
1212,0000094,29734
1213,0000094,30126
1214,0000094,40906
1215,0000094,40918
1216,0000094,40937
1217,0000094,40953
1218,0000094,44539
1219,0000094,44714
1220,0000094,47882
1221,0000094,50271
1222,0000094,50635
1223,0000094,50646
1224,0000094,51752
1225,0000094,51788
1226,0000094,51803
1227,0000094,51812
1228,0000094,51822
1229,0000094,51841
1230,0000094,51919
1231,0000094,52908
1232,0000094,54011
1233,0000094,54750
1234,0000094,58737
1235,0000094,58895
1236,0000094,58938
1237,0000094,58951
1238,0000094,59220
1239,0000094,60038
1240,0000094,68449
1241,0000094,69713
1242,0000094,69722
1243,0000094,69733
1244,0000094,69746
1245,0000094,71744
1246,0000094,75814
1247,0000094,75977
1248,0000094,75987
1249,0000094,76015
1250,0000094,77322
1251,0000094,77418
1252,0000094,80099
1253,0000094,84682
1254,0000094,85106
1255,0000094,87331
1256,0000094,92906
1257,0000094,97121
1258,0000094,97191
1259,0000094,101232
1260,0000094,106858
1261,0000094,107745
1262,0000094,109249
1263,0000094,109785
1264,0000094,113593
1265,0000094,116383
1266,0000094,116423
1267,0000094,116465
1268,0000094,116485
1269,0000094,116812
1270,0000094,120517
1271,0000094,122999
1272,0000094,123724
1273,0000094,125045
1274,0000094,123600
1275,0000094,124082
1276,0000094,125638
1277,0000094,124920
1278,0000094,128218
1279,0000094,127913
1280,0000094,142411
1281,0000094,144764
1282,0000094,144812
1283,0000094,144826
1284,0000094,155101
1285,0000094,160658
1286,0000094,162889
1287,0000094,162897
1288,0000094,162925
1289,0000094,162927
1290,0000094,162934
1291,0000094,162939
1292,0000094,163485
1293,0000094,164905
1294,0000094,184327
1295,0000094,190219
1296,0000094,190355
1297,0000094,192212
1298,0000094,194553
1299,0000094,197062
1300,0000094,206777
1301,0000094,210398
1302,0000094,212025
1303,0000094,212067
1304,0000094,212096
1305,0000094,212178
1306,0000094,214325
1307,0000094,217183
1308,0000094,221082
1309,0000094,224888
1310,0000094,226082
1311,0000094,226801
1312,0000094,226795
1313,0000094,226791
1314,0000094,226779
1315,0000094,226728
1316,0000094,226726
1317,0000094,227804
1318,0000094,227801
1319,0000094,227893
1320,0000094,230460
1321,0000094,231148
1322,0000094,231143
1323,0000094,231140
1324,0000094,231135
1325,0000094,231134
1326,0000094,231129
1327,0000094,232825
1328,0000094,237084
1329,0000094,237067
1330,0000094,237066
1331,0000094,237055
1332,0000094,237051
1333,0000094,237044
1334,0000094,237838
1335,0000094,237938
1336,0000094,19480
1337,0000094,21133
1338,0000094,35728
1339,0000094,58869
1340,0000094,138889
1341,0000094,141580
1342,0000094,54672
1343,0000094,62046
1344,0000094,94232
1345,0000094,130360
1346,0000094,169850
1347,0000094,195734
1348,0000094,197963
1349,0000094,198592
1350,0000094,202820
1351,0000094,211471
1352,0000094,63715
1353,0000094,63732
1354,0000094,79446
1355,0000094,79450
1356,0000094,79455
1357,0000094,110469
1358,0000094,110635
1359,0000094,163703
1360,0000094,177037
1361,0000094,181440
1362,0000094,204537
1363,0000095,8039
1364,0000095,45802
1365,0000095,73991
1366,0000096,28314
1367,0000096,156779
1368,0000096,5871
1369,0000096,42528
1370,0000096,8116
1371,0000096,8161
1372,0000096,6766
1373,0000096,237187
1374,0000096,6763
1375,0000096,324
1376,0000096,6768
1377,0000096,132664
1378,0000096,220132
1379,0000096,6762
1380,0000096,6764
1381,0000096,220097
1382,0000096,6767
1383,0000096,13247
1384,0000096,13267
1385,0000096,13268
1386,0000096,13229
1387,0000096,13256
1388,0000096,13243
1389,0000096,237206
1390,0000096,13257
1391,0000096,10698
1392,0000096,10705
1393,0000096,10678
1394,0000096,1397
1395,0000096,10683
1396,0000096,24010
1397,0000096,225835
1398,0000096,10677
1399,0000096,16546
1400,0000096,10699
1401,0000096,3728
1402,0000096,980
1403,0000096,30149
1404,0000096,3873
1405,0000096,2043
1406,0000096,1547
1407,0000096,1102
1408,0000096,220160
1409,0000096,5841
1410,0000096,7337
1411,0000096,14985
1412,0000096,19708
1413,0000096,35212
1414,0000096,42559
1415,0000096,42991
1416,0000096,43436
1417,0000096,69662
1418,0000096,82539
1419,0000096,160092
1420,0000096,186635
1421,0000096,94368
1422,0000096,134918
1423,0000096,130507
1424,0000096,143899
1425,0000096,147616
1426,0000096,221992
1427,0000096,194303
1428,0000096,194361
1429,0000096,216838
1430,0000096,216847
1431,0000096,236845
1432,0000096,236848
1433,0000097,34431
1434,0000097,34454
1435,0000097,34476
1436,0000097,49252
1437,0000097,204783
1438,0000097,204789
1439,0000097,204790
1440,0000097,204812
1441,0000097,204819
1442,0000097,204846
1443,0000097,204871
1444,0000097,204912
1445,0000097,34723
1446,0000097,99756
1447,0000097,99765
1448,0000097,101550
1449,0000097,101647
1450,0000097,190961
1451,0000098,29950
1452,0000099,36642
1453,0000100,42974
1454,0000101,33840
1455,0000101,6862
1456,0000101,70210
1457,0000101,2025
1458,0000101,7965
1459,0000101,202728
1460,0000101,52321
1461,0000101,74710
1462,0000101,216076
1463,0000101,76597
1464,0000102,31253
1465,0000102,113831
1466,0000102,33512
1467,0000102,10008
1468,0000102,166588
1469,0000102,8810
1470,0000102,3261
1471,0000102,9974
1472,0000102,6873
1473,0000102,80094
1474,0000102,166528
1475,0000102,26376
1476,0000102,59449
1477,0000102,62093
1478,0000102,186058
1479,0000102,59467
1480,0000102,104527
1481,0000102,105400
1482,0000102,166570
1483,0000102,166578
1484,0000102,174059
1485,0000102,174056
1486,0000102,220960
1487,0000103,1187
1488,0000103,67052
1489,0000103,68309
1490,0000103,68349
1491,0000103,75971
1492,0000103,85408
1493,0000103,115435
1494,0000103,124298
1495,0000103,136700
1496,0000104,2254
1497,0000104,3481
